# hjd                mag        mag_err  
  2457853.81377315   0.00634    0.00339  
  2457853.81392361   0.00614    0.00339  
  2457853.81407407   -8.7E-4    0.00338  
  2457853.81421296   0.01148    0.0034   
  2457853.81436343   0.01634    0.00341  
  2457853.81451389   0.00843    0.0034   
  2457853.81466435   0.00384    0.00339  
  2457853.81481481   0.00632    0.00339  
  2457853.81496528   0.01361    0.00342  
  2457853.81511574   0.02057    0.00342  
  2457853.8152662    0.00896    0.0034   
  2457853.81541667   0.01766    0.00342  
  2457853.81555556   0.00964    0.0034   
  2457853.81570602   0.01165    0.00341  
  2457853.81585648   0.01304    0.00342  
  2457853.81600694   0.00969    0.0034   
  2457853.81615741   0.02336    0.00344  
  2457853.81630787   0.01205    0.00341  
  2457853.81644676   0.01365    0.00341  
  2457853.81659722   -3.1E-4    0.00338  
  2457853.81674768   -0.0012    0.00338  
  2457853.81689815   0.01612    0.00342  
  2457853.81704861   0.01933    0.00343  
  2457853.81719907   -0.00166   0.00338  
  2457853.81733796   0.01124    0.00341  
  2457853.8175       0.00628    0.0034   
  2457853.81763889   0.0101     0.00341  
  2457853.81778935   0.00714    0.00341  
  2457853.81793981   0.01504    0.00342  
  2457853.81809028   0.01732    0.00342  
  2457853.81824074   0.01415    0.00342  
  2457853.8183912    0.01198    0.00341  
  2457853.81854167   0.00911    0.00341  
  2457853.81869213   0.01392    0.00342  
  2457853.81884259   -1.9E-4    0.00339  
  2457853.81899306   0.00929    0.00341  
  2457853.81914352   -3.3E-4    0.00339  
  2457853.81929398   0.01656    0.00343  
  2457853.81944444   0.01947    0.00343  
  2457853.81958333   0.01198    0.00342  
  2457853.8197338    0.00892    0.00341  
  2457853.81988426   0.00746    0.0034   
  2457853.82003472   0.00632    0.0034   
  2457853.82018519   0.00569    0.0034   
  2457853.82033565   0.01115    0.00341  
  2457853.82048611   0.00994    0.00341  
  2457853.82063657   0.01999    0.00343  
  2457853.82078704   0.00182    0.0034   
  2457853.82092593   0.01389    0.00342  
  2457853.82107639   0.01572    0.00343  
  2457853.82122685   0.01326    0.00342  
  2457853.82137731   0.01354    0.00342  
  2457853.82152778   0.00504    0.0034   
  2457853.82167824   0.00446    0.0034   
  2457853.82181713   0.00813    0.00341  
  2457853.82196759   0.02692    0.00345  
  2457853.82211806   0.00932    0.00341  
  2457853.82226852   0.02064    0.00343  
  2457853.82241898   0.00399    0.0034   
  2457853.82256944   0.0136     0.00342  
  2457853.82271991   0.01248    0.00342  
  2457853.8228588    -0.00295   0.00338  
  2457853.82300926   0.00528    0.0034   
  2457853.82315972   0.01389    0.00342  
  2457853.82331019   0.02038    0.00343  
  2457853.82346065   0.00682    0.00341  
  2457853.82361111   0.00609    0.0034   
  2457853.82375      0.01167    0.00342  
  2457853.82390046   0.00833    0.00341  
  2457853.82405093   0.01772    0.00343  
  2457853.82420139   0.01332    0.00342  
  2457853.82435185   0.0047     0.0034   
  2457853.82450231   0.0131     0.00342  
  2457853.82465278   0.01202    0.00342  
  2457853.82480324   0.01148    0.00342  
  2457853.8249537    0.01464    0.00342  
  2457853.82510417   0.0124     0.00342  
  2457853.82524306   0.00606    0.00341  
  2457853.82539352   0.01195    0.00341  
  2457853.82554398   0.00784    0.00341  
  2457853.82569444   0.02011    0.00344  
  2457853.82584491   0.02255    0.00345  
  2457853.82599537   0.01352    0.00342  
  2457853.82614583   0.01573    0.00343  
  2457853.82628472   0.01294    0.00343  
  2457853.82644676   0.00255    0.0034   
  2457853.82659722   0.0179     0.00344  
  2457853.82673611   -2.4E-4    0.0034   
  2457853.82688657   0.00478    0.00341  
  2457853.82703704   0.02067    0.00344  
  2457853.8271875    0.00739    0.00342  
  2457853.82733796   0.00743    0.00342  
  2457853.82748843   0.00416    0.00341  
  2457853.82762731   0.00818    0.00342  
  2457853.82777778   0.00787    0.00341  
  2457853.82792824   0.01108    0.00342  
  2457853.8280787    0.01742    0.00344  
  2457853.82822917   0.01216    0.00342  
  2457853.82837963   0.01856    0.00344  
  2457853.82853009   0.01226    0.00343  
  2457853.82868056   0.01001    0.00343  
  2457853.82883102   0.00445    0.00342  
  2457853.82896991   0.00355    0.00341  
  2457853.82912037   0.01404    0.00343  
  2457853.82927083   0.00314    0.00341  
  2457853.8294213    0.00267    0.00341  
  2457853.82957176   0.0037     0.00341  
  2457853.82972222   0.01522    0.00344  
  2457853.82986111   0.01859    0.00344  
  2457853.83001157   0.01965    0.00345  
  2457853.83016204   0.00934    0.00343  
  2457853.8303125    0.01005    0.00343  
  2457853.83046296   0.02562    0.00346  
  2457853.83061343   0.01342    0.00343  
  2457853.83076389   0.012      0.00343  
  2457853.83091435   0.01954    0.00345  
  2457853.83106481   0.01172    0.00343  
  2457853.8312037    0.01048    0.00343  
  2457853.83135417   0.00906    0.00342  
  2457853.83150463   0.00705    0.00342  
  2457853.83165509   0.01847    0.00345  
  2457853.83180556   0.01218    0.00343  
  2457853.83195602   -0.00166   0.00341  
  2457853.83210648   0.013      0.00344  
  2457853.83224537   0.00579    0.00342  
  2457853.83239583   -9.3E-4    0.0034   
  2457853.8325463    -0.00205   0.0034   
  2457853.83269676   0.00913    0.00343  
  2457853.83284722   0.00757    0.00342  
  2457853.83299769   0.00635    0.00341  
  2457853.83314815   0.00994    0.00343  
  2457853.83329861   0.0224     0.00345  
  2457853.8334375    0.00904    0.00342  
  2457853.83358796   0.02036    0.00345  
  2457853.83373843   0.02058    0.00345  
  2457853.83388889   0.00496    0.00342  
  2457853.83403935   0.01779    0.00344  
  2457853.83418981   0.01759    0.00344  
  2457853.83434028   0.01489    0.00344  
  2457853.83447917   0.00363    0.00342  
  2457853.83462963   0.0187     0.00345  
  2457853.83478009   0.01969    0.00345  
  2457853.83493056   0.00705    0.00342  
  2457853.83508102   0.00702    0.00342  
  2457853.83523148   0.00946    0.00343  
  2457853.83553241   0.00645    0.00342  
  2457853.8356713    0.00953    0.00343  
  2457853.83582176   0.00803    0.00343  
  2457853.83597222   0.01179    0.00343  
  2457853.83612269   0.01103    0.00344  
  2457853.83627315   0.00832    0.00342  
  2457853.83642361   0.02366    0.00346  
  2457853.83657407   0.00633    0.00342  
  2457853.83671296   0.01686    0.00345  
  2457853.83686343   0.00472    0.00342  
  2457853.83701389   0.01343    0.00344  
  2457853.83716435   0.00298    0.00342  
  2457853.83731481   0.01236    0.00343  
  2457853.83746528   0.02108    0.00346  
  2457853.83761574   0.00225    0.00341  
  2457853.8377662    -0.00151   0.00341  
  2457853.83791667   8.1E-4     0.00341  
  2457853.83805556   0.01142    0.00344  
  2457853.83820602   0.01418    0.00344  
  2457853.83835648   0.01273    0.00344  
  2457853.83850694   0.00621    0.00343  
  2457853.83865741   0.00124    0.00342  
  2457853.83880787   0.01772    0.00345  
  2457853.83895833   0.0068     0.00343  
  2457853.8391088    0.01845    0.00346  
  2457853.83925926   0.00863    0.00344  
  2457853.83939815   0.01119    0.00344  
  2457853.83954861   -0.00636   0.0034   
  2457853.83969907   0.01706    0.00346  
  2457853.83984954   0.00843    0.00343  
  2457853.84         0.01037    0.00344  
  2457853.84015046   -3.1E-4    0.00342  
  2457853.84030093   -0.00612   0.0034   
  2457853.84045139   0.01229    0.00344  
  2457853.84059028   -0.00113   0.00342  
  2457853.84074074   0.02322    0.00347  
  2457853.8408912    0.00544    0.00343  
  2457853.84104167   0.00674    0.00343  
  2457853.84119213   0.01377    0.00344  
  2457853.84134259   0.01078    0.00344  
  2457853.84149306   0.01663    0.00345  
  2457853.84163194   0.01487    0.00344  
  2457853.84178241   0.0066     0.00344  
  2457853.84193287   0.00891    0.00344  
  2457853.84208333   0.00431    0.00343  
  2457853.8422338    0.00741    0.00343  
  2457853.84238426   0.02307    0.00346  
  2457853.84253472   0.00886    0.00343  
  2457853.84268519   0.01085    0.00344  
  2457853.84282407   0.00152    0.00342  
  2457853.84297454   0.01437    0.00345  
  2457853.843125     -0.0031    0.00341  
  2457853.84327546   0.0245     0.00347  
  2457853.84342593   0.00568    0.00343  
  2457853.84357639   0.01248    0.00344  
  2457853.84372685   0.01151    0.00344  
  2457853.84386574   0.01672    0.00346  
  2457853.8440162    0.01551    0.00345  
  2457853.84416667   0.00476    0.00343  
  2457853.84431713   0.02425    0.00347  
  2457853.84446759   0.01435    0.00345  
  2457853.84461806   0.01098    0.00344  
  2457853.84476852   0.00847    0.00344  
  2457853.84491898   0.0105     0.00344  
  2457853.84505787   0.015      0.00345  
  2457853.84521991   0.02162    0.00346  
  2457853.84537037   0.02755    0.00348  
  2457853.84552083   0.00515    0.00343  
  2457853.84565972   0.01334    0.00345  
  2457853.84581019   0.00941    0.00343  
  2457853.84596065   0.01831    0.00346  
  2457853.84611111   0.00926    0.00343  
  2457853.84626157   0.01069    0.00344  
  2457853.84641204   0.00303    0.00342  
  2457853.8465625    -1.3E-4    0.00342  
  2457853.84671296   0.00933    0.00344  
  2457853.84685185   0.00253    0.00342  
  2457853.84700231   0.00463    0.00343  
  2457853.84715278   0.01802    0.00346  
  2457853.84730324   0.01109    0.00344  
  2457853.8474537    0.01032    0.00344  
  2457853.84760417   0.0099     0.00344  
  2457853.84774306   0.00853    0.00344  
  2457853.84790509   0.00201    0.00342  
  2457853.84805556   0.01502    0.00345  
  2457853.84819444   0.01068    0.00345  
  2457853.84834491   0.00585    0.00344  
  2457853.84849537   0.0058     0.00344  
  2457853.84864583   0.00699    0.00344  
  2457853.8487963    0.01327    0.00345  
  2457853.84894676   0.00712    0.00344  
  2457853.84909722   0.02231    0.00347  
  2457853.84924769   0.0124     0.00345  
  2457853.84939815   0.02157    0.00347  
  2457853.84954861   0.00552    0.00343  
  2457853.8496875    0.01898    0.00347  
  2457853.84983796   0.00507    0.00344  
  2457853.84998843   0.0072     0.00345  
  2457853.85013889   0.01196    0.00345  
  2457853.85028935   0.01646    0.00346  
  2457853.85043981   0.00598    0.00344  
  2457853.8505787    0.00603    0.00344  
  2457853.85072917   0.01448    0.00346  
  2457853.85087963   0.01938    0.00347  
  2457853.85104167   0.00224    0.00343  
  2457853.85119213   0.0211     0.00347  
  2457853.85134259   0.00895    0.00345  
  2457853.85149306   0.01343    0.00346  
  2457853.85164352   0.0081     0.00345  
  2457853.85178241   0.00579    0.00344  
  2457853.85193287   0.00561    0.00345  
  2457853.85209491   0.00517    0.00344  
  2457853.85224537   0.00992    0.00345  
  2457853.85239583   0.01704    0.00347  
  2457853.85253472   0.02062    0.00347  
  2457853.85268519   0.01456    0.00346  
  2457853.85283565   -0.00409   0.00342  
  2457853.85298611   0.02009    0.00347  
  2457853.85313657   0.01381    0.00346  
  2457853.85328704   0.01459    0.00346  
  2457853.8534375    0.02124    0.00348  
  2457853.85358796   0.01109    0.00346  
  2457853.85373843   0.01526    0.00347  
  2457853.85388889   0.01857    0.00348  
  2457853.85402778   0.0144     0.00347  
  2457853.85417824   0.01646    0.00347  
  2457853.8543287    0.01866    0.00347  
  2457853.85447917   8.0E-5     0.00344  
  2457853.85462963   0.00619    0.00345  
  2457853.85478009   0.01675    0.00348  
  2457853.85491898   0.02104    0.00348  
  2457853.85506944   0.0075     0.00345  
  2457853.85521991   0.01267    0.00347  
  2457853.85537037   0.01684    0.00347  
  2457853.85552083   0.0191     0.00348  
  2457853.8556713    0.01454    0.00347  
  2457853.85582176   0.0081     0.00345  
  2457853.85597222   0.0137     0.00347  
  2457853.85612269   0.01569    0.00348  
  2457853.85627315   0.00419    0.00345  
  2457853.85641204   0.02071    0.00348  
  2457853.8565625    0.00468    0.00345  
  2457853.85671296   0.0215     0.00349  
  2457853.85686343   0.02003    0.00349  
  2457853.85701389   0.01424    0.00347  
  2457853.85716435   0.00902    0.00346  
  2457853.85731481   0.0042     0.00345  
  2457853.8574537    0.00455    0.00345  
  2457853.85775463   0.01445    0.00347  
  2457853.85790509   0.0111     0.00347  
  2457853.85805556   -0.00584   0.00343  
  2457853.85820602   0.01127    0.00346  
  2457853.85835648   0.00552    0.00345  
  2457853.85850694   0.00831    0.00346  
  2457853.85864583   0.01463    0.00348  
  2457853.8587963    0.01039    0.00347  
  2457853.85894676   0.01296    0.00347  
  2457853.85909722   0.00348    0.00345  
  2457853.85924769   0.01029    0.00347  
  2457853.85939815   0.00747    0.00346  
  2457853.85953704   0.00635    0.00346  
  2457853.8596875    0.01801    0.00348  
  2457853.85983796   0.00594    0.00346  
  2457853.85998843   0.01473    0.00347  
  2457853.86013889   0.00672    0.00344  
  2457853.86028935   -0.00569   0.00343  
  2457853.86043981   -2.1E-4    0.00344  
  2457853.8605787    0.01053    0.00347  
  2457853.86072917   0.0164     0.00348  
  2457853.86087963   -0.0013    0.00343  
  2457853.86103009   0.01329    0.00347  
  2457853.86118056   3.0E-5     0.00344  
  2457853.86133102   -0.00191   0.00344  
  2457853.86146991   0.00253    0.00344  
  2457853.86162037   0.00106    0.00344  
  2457853.86177083   0.00589    0.00345  
  2457853.8619213    0.01061    0.00346  
  2457853.86207176   0.01994    0.00349  
  2457853.86222222   0.00235    0.00345  
  2457853.86237269   0.01157    0.00346  
  2457853.86252315   0.00398    0.00346  
  2457853.86267361   0.00161    0.00344  
  2457853.86282407   0.01518    0.00348  
  2457853.86296296   0.00946    0.00347  
  2457853.86311343   0.0195     0.00349  
  2457853.86326389   0.01161    0.00347  
  2457853.86341435   0.01128    0.00347  
  2457853.86356481   -0.00143   0.00344  
  2457853.86386574   0.02309    0.0035   
  2457853.86400463   0.02629    0.00351  
  2457853.86415509   0.01949    0.00349  
  2457853.86430556   -0.0021    0.00344  
  2457853.86445602   0.00917    0.00347  
  2457853.86460648   -0.00129   0.00344  
  2457853.86475694   0.0132     0.00347  
  2457853.86490741   0.01075    0.00347  
  2457853.86505787   0.00739    0.00346  
  2457853.86519676   0.0119     0.00347  
  2457853.86534722   0.01009    0.00347  
  2457853.86549769   0.02367    0.0035   
  2457853.86564815   0.0089     0.00347  
  2457853.86579861   -0.00343   0.00344  
  2457853.86594907   0.01593    0.00349  
  2457853.86609954   -0.00182   0.00345  
  2457853.86625      0.00602    0.00346  
  2457853.86640046   0.02741    0.00351  
  2457853.86655093   0.00658    0.00347  
  2457853.86670139   0.00747    0.00347  
  2457853.86684028   0.01511    0.00348  
  2457853.8671412    -0.00318   0.00345  
  2457853.86744213   0.02566    0.00351  
  2457853.86759259   0.01513    0.00349  
  2457853.86773148   0.02522    0.00351  
  2457853.86788194   0.02325    0.00351  
  2457853.86803241   -0.01185   0.00343  
  2457853.86818287   0.00839    0.00348  
  2457853.86833333   -0.004     0.00345  
  2457853.8684838    0.00908    0.00348  
  2457853.86863426   -0.0024    0.00345  
  2457853.86877315   0.01008    0.00348  
  2457853.86893519   0.01773    0.00349  
  2457853.86907407   0.02446    0.00351  
  2457853.86922454   0.02035    0.0035   
  2457853.869375     0.00236    0.00346  
  2457853.86952546   0.0067     0.00347  
  2457853.86967593   -0.00249   0.00346  
  2457853.86982639   0.01332    0.00348  
  2457853.86997685   0.00302    0.00346  
  2457853.87012731   0.01999    0.0035   
  2457853.87027778   0.01197    0.00348  
  2457853.87041667   0.01137    0.00348  
  2457853.87056713   0.0092     0.00348  
  2457853.87071759   0.01857    0.0035   
  2457853.87086806   0.01534    0.00349  
  2457853.87101852   0.02096    0.0035   
  2457853.87116898   0.00838    0.00347  
  2457853.87131944   0.00481    0.00347  
  2457853.87146991   0.01042    0.00348  
  2457853.87162037   0.00276    0.00346  
  2457853.87175926   0.00516    0.00347  
  2457853.87190972   0.00762    0.00347  
  2457853.87206019   0.02587    0.00351  
  2457853.87221065   0.01404    0.00349  
  2457853.87236111   0.01479    0.00349  
  2457853.87251157   0.02346    0.00351  
  2457853.87265046   0.01117    0.00348  
  2457853.87280093   0.01405    0.00349  
  2457853.87295139   0.00137    0.00346  
  2457853.87310185   0.00344    0.00347  
  2457853.87325231   0.01443    0.00349  
  2457853.87340278   0.01256    0.00349  
  2457853.87355324   0.01502    0.0035   
  2457853.87369213   0.02495    0.00352  
  2457853.87384259   0.01663    0.0035   
  2457853.87399306   0.0049     0.00347  
  2457853.87415509   0.01347    0.00349  
  2457853.87430556   0.02053    0.00351  
  2457853.87445602   -0.00397   0.00345  
  2457853.87460648   -0.0052    0.00345  
  2457853.87474537   0.01227    0.00349  
  2457853.87489583   0.02176    0.00351  
  2457853.8750463    -0.01589   0.00343  
  2457853.87519676   0.01044    0.00348  
  2457853.87534722   0.02486    0.00351  
  2457853.87549769   0.00605    0.00347  
  2457853.87564815   0.00851    0.00348  
  2457853.87579861   0.00758    0.00348  
  2457853.87594907   0.01333    0.00349  
  2457853.87608796   0.02577    0.00352  
  2457853.87623843   0.01425    0.0035   
  2457853.87638889   -8.4E-4    0.00346  
  2457853.87653935   -4.0E-4    0.00346  
  2457853.87668981   0.00422    0.00347  
  2457853.87684028   0.00748    0.00348  
  2457853.87699074   0.00399    0.00347  
  2457853.87712963   0.00178    0.00347  
  2457853.87728009   0.01567    0.00349  
  2457853.87743056   0.01563    0.0035   
  2457853.87758102   0.0061     0.00347  
  2457853.87773148   0.01176    0.00349  
  2457853.87788194   0.01583    0.00349  
  2457853.87803241   0.01354    0.00349  
  2457853.87818287   0.00175    0.00347  
  2457853.87832176   0.01709    0.0035   
  2457853.87847222   0.01525    0.0035   
  2457853.87862269   0.0121     0.00349  
  2457853.87877315   0.00956    0.00348  
  2457853.87892361   0.01205    0.00349  
  2457853.87907407   0.006      0.00348  
  2457853.87921296   0.01915    0.0035   
  2457853.87936343   -0.00119   0.00346  
  2457853.87951389   0.01441    0.00349  
  2457853.87966435   0.01517    0.00349  
  2457853.87981481   0.00595    0.00348  
  2457853.87996528   0.0099     0.00348  
  2457853.88011574   0.00624    0.00348  
  2457853.8802662    -0.00164   0.00346  
  2457853.88040509   0.0111     0.00349  
  2457853.88070602   0.01237    0.00349  
  2457853.88085648   0.0025     0.00347  
  2457853.88100694   0.00607    0.00347  
  2457853.88115741   0.00127    0.00347  
  2457853.88130787   0.02679    0.00352  
  2457853.88145833   0.01279    0.00349  
  2457853.8816088    0.01404    0.00349  
  2457853.88174769   0.01741    0.0035   
  2457853.8819213    0.00633    0.00348  
  2457853.88207176   0.00883    0.00348  
  2457853.88222222   0.01285    0.00349  
  2457853.88252315   0.00863    0.00348  
  2457853.88267361   0.02201    0.00351  
  2457853.88282407   0.01114    0.00349  
  2457853.88298611   0.01188    0.00349  
  2457853.88313657   0.02078    0.00351  
  2457853.88327546   0.01071    0.00349  
  2457853.88342593   0.00468    0.00347  
  2457853.88372685   9.0E-4     0.00347  
  2457853.88387731   0.01144    0.00349  
  2457853.88402778   0.01594    0.0035   
  2457853.88417824   0.01087    0.00349  
  2457853.88431713   0.00954    0.00348  
  2457853.88446759   0.00582    0.00348  
  2457853.88461806   0.00465    0.00347  
  2457853.88476852   0.02021    0.00351  
  2457853.88491898   0.01554    0.0035   
  2457853.88506944   0.0131     0.00349  
  2457853.88521991   0.00692    0.00348  
  2457853.8853588    0.02106    0.00351  
  2457853.88550926   0.01141    0.00349  
  2457853.88565972   0.0139     0.0035   
  2457853.88581019   0.00671    0.00348  
  2457853.88596065   0.00466    0.00348  
  2457853.88611111   9.3E-4     0.00346  
  2457853.88625      0.01193    0.00349  
  2457853.88640046   -0.00101   0.00346  
  2457853.88655093   0.01715    0.0035   
  2457853.88670139   0.00973    0.00348  
  2457853.88685185   0.01508    0.0035   
  2457853.88700231   0.00909    0.00348  
  2457853.88715278   0.01973    0.0035   
  2457853.88730324   0.0071     0.00348  
  2457853.8874537    0.00236    0.00347  
  2457853.88759259   0.01393    0.00349  
  2457853.88774306   0.01225    0.00349  
  2457853.88789352   0.01161    0.00349  
  2457853.88804398   0.02026    0.00351  
  2457853.88819444   0.01696    0.0035   
  2457853.88834491   0.01481    0.0035   
  2457853.8884838    0.00544    0.00348  
  2457853.88863426   0.00412    0.00347  
  2457853.88878472   0.01234    0.00349  
  2457853.88893519   0.01339    0.00349  
  2457853.88908565   0.00424    0.00347  
  2457853.88925926   0.02391    0.00351  
  2457853.88939815   0.01476    0.00349  
  2457853.88954861   0.00866    0.00348  
  2457853.88969907   0.0212     0.00351  
  2457853.88984954   0.00319    0.00346  
  2457853.89         0.00792    0.00347  
  2457853.89015046   0.00444    0.00347  
  2457853.89030093   0.00336    0.00347  
  2457853.89043981   0.00337    0.00347  
  2457853.89059028   0.02695    0.00352  
  2457853.89074074   0.01897    0.00351  
  2457853.8908912    0.00675    0.00347  
  2457853.89104167   0.01142    0.00348  
  2457853.89119213   0.01451    0.00349  
  2457853.89134259   0.01095    0.00348  
  2457853.89149306   0.02504    0.00351  
  2457853.89164352   0.00667    0.00347  
  2457853.89179398   -0.00297   0.00345  
  2457853.89194444   0.01506    0.0035   
  2457853.89208333   -0.00767   0.00344  
  2457853.8922338    0.00481    0.00347  
  2457853.89238426   -0.0046    0.00344  
  2457853.89253472   0.01501    0.00349  
  2457853.89268519   0.0189     0.0035   
  2457853.89283565   0.01412    0.00349  
  2457853.89298611   0.01132    0.00348  
  2457853.89313657   0.00498    0.00347  
  2457853.89327546   0.00424    0.00347  
  2457853.89342593   0.02573    0.00352  
  2457853.89372685   0.01075    0.00348  
  2457853.89387731   0.01378    0.00349  
  2457853.89402778   0.01701    0.0035   
  2457853.89417824   0.00989    0.00348  
  2457853.89431713   0.00362    0.00346  
  2457853.89446759   0.00654    0.00347  
  2457853.89461806   0.01983    0.0035   
  2457853.89476852   0.01257    0.00348  
  2457853.89491898   0.00534    0.00347  
  2457853.89506944   0.01154    0.00348  
  2457853.89520833   -0.00336   0.00345  
  2457853.8953588    0.01682    0.0035   
  2457853.89550926   -0.00318   0.00345  
  2457853.89565972   0.0038     0.00346  
  2457853.89581019   0.01097    0.00348  
  2457853.89596065   0.00398    0.00346  
  2457853.89611111   0.00523    0.00347  
  2457853.89626157   0.00625    0.00347  
  2457853.89641204   0.01133    0.00348  
  2457853.89655093   0.02052    0.0035   
  2457853.89670139   0.02248    0.00351  
  2457853.89685185   0.00179    0.00346  
  2457853.89700231   0.02329    0.00351  
  2457853.89715278   0.00405    0.00347  
  2457853.89730324   0.00421    0.00346  
  2457853.89744213   0.018      0.0035   
  2457853.89759259   -0.00159   0.00345  
  2457853.89774306   0.01673    0.00349  
  2457853.89789352   0.01713    0.00349  
  2457853.89804398   0.0024     0.00346  
  2457853.89819444   0.00714    0.00347  
  2457853.89849537   0.02381    0.00351  
  2457853.89864583   -0.00304   0.00345  
  2457853.89878472   -0.00276   0.00345  
  2457853.89893519   0.00441    0.00346  
  2457853.89908565   0.01521    0.00349  
  2457853.89923611   0.01039    0.00348  
  2457853.89938657   0.01576    0.00349  
  2457853.89953704   0.00805    0.00347  
  2457853.8996875    0.00491    0.00346  
  2457853.89982639   1.0E-4     0.00345  
  2457853.89997685   0.01903    0.00349  
  2457853.90012731   0.01782    0.00349  
  2457853.90027778   0.00993    0.00347  
  2457853.90042824   0.01524    0.00349  
  2457853.9005787    -0.00577   0.00344  
  2457853.90072917   8.3E-4     0.00345  
  2457853.90086806   0.01242    0.00348  
  2457853.90101852   -2.3E-4    0.00345  
  2457853.90116898   0.00845    0.00347  
  2457853.90133102   0.01005    0.00347  
  2457853.90148148   0.02291    0.0035   
  2457853.90163194   0.0037     0.00346  
  2457853.90178241   0.00434    0.00346  
  2457853.90193287   0.01056    0.00347  
  2457853.90208333   0.01475    0.00348  
  2457853.9022338    0.01194    0.00347  
  2457853.90238426   -0.01537   0.00342  
  2457853.90253472   0.00731    0.00347  
  2457853.90268518   0.01527    0.00348  
  2457853.90283565   0.02392    0.0035   
  2457853.90298611   0.01816    0.00348  
  2457853.90313657   0.02248    0.0035   
  2457853.90327546   9.0E-5     0.00345  
  2457853.90342593   0.0182     0.00349  
  2457853.90357639   0.01289    0.00348  
  2457853.90372685   0.00303    0.00345  
  2457853.90402778   0.01469    0.00348  
  2457853.90417824   0.00953    0.00347  
  2457853.9043287    0.01039    0.00347  
  2457853.90447917   -0.00406   0.00344  
  2457853.90462963   0.02028    0.00349  
  2457853.90478009   -0.00111   0.00344  
  2457853.90491898   0.00153    0.00345  
  2457853.90506944   0.0025     0.00345  
  2457853.90521991   0.01141    0.00347  
  2457853.90537037   0.00251    0.00344  
  2457853.90552083   0.02343    0.00349  
  2457853.9056713    0.01595    0.00347  
  2457853.90596065   0.01942    0.00348  
  2457853.90611111   0.01139    0.00346  
  2457853.90626157   0.0094     0.00346  
  2457853.90641204   0.01199    0.00346  
  2457853.9065625    0.00776    0.00345  
  2457853.90671296   0.00375    0.00344  
  2457853.90685185   0.00485    0.00345  
  2457853.90700231   -0.01157   0.00341  
  2457853.90715278   0.01796    0.00347  
  2457853.90730324   -0.00707   0.00342  
  2457853.9074537    0.02198    0.00348  
  2457853.90760417   0.01802    0.00347  
  2457853.9077662    0.01413    0.00346  
  2457853.90790509   0.01726    0.00347  
  2457853.90805556   0.01142    0.00346  
  2457853.90820602   0.0124     0.00346  
  2457853.90835648   -0.00205   0.00342  
  2457853.90850694   0.02078    0.00348  
  2457853.90865741   0.00915    0.00345  
  2457853.90880787   0.00798    0.00345  
  2457853.90895833   0.01386    0.00346  
  2457853.90909722   0.00404    0.00343  
  2457853.90925926   0.00925    0.00345  
  2457853.90939815   0.00125    0.00343  
  2457853.90954861   0.01102    0.00345  
  2457853.90969907   0.00839    0.00344  
  2457853.90986111   0.01445    0.00345  
  2457853.91015046   0.01339    0.00344  
  2457853.91030093   0.01377    0.00344  
  2457853.91045139   0.02014    0.00345  
  2457853.91060185   0.01674    0.00344  
  2457853.91075231   0.01556    0.00344  
  2457853.91090278   0.01206    0.00344  
  2457853.91105324   0.01217    0.00343  
  2457853.9112037    0.00763    0.00342  
  2457853.91135417   0.02038    0.00345  
  2457853.91150463   0.01089    0.00343  
  2457853.91165509   0.00613    0.00342  
  2457853.91180556   0.00413    0.00341  
  2457853.91195602   0.02273    0.00346  
  2457853.91209491   0.02284    0.00345  
  2457853.91224537   0.01059    0.00343  
  2457853.91239583   -0.00514   0.00339  
  2457853.9125463    -0.00585   0.00339  
  2457853.91269676   -0.00416   0.00339  
  2457853.91284722   7.4E-4     0.0034   
  2457853.91299769   0.00741    0.00341  
  2457853.91313657   0.00745    0.00341  
  2457853.91328704   0.0128     0.00342  
  2457853.9134375    0.00516    0.00341  
  2457853.91373843   -0.01225   0.00337  
  2457853.91388889   0.01892    0.00343  
  2457853.91403935   -0.00832   0.00338  
  2457853.91418981   0.00409    0.0034   
  2457853.91434028   0.02489    0.00345  
  2457853.91449074   0.0046     0.0034   
  2457853.9146412    -0.00868   0.00337  
  2457853.91478009   0.00851    0.0034   
  2457853.91493056   0.01646    0.00343  
  2457853.91509259   0.00236    0.00339  
  2457853.91524306   0.00846    0.00341  
  2457853.91539352   -0.00569   0.00337  
  2457853.91554398   -0.00242   0.00338  
  2457853.91569444   0.01033    0.00341  
  2457853.91584491   0.00604    0.0034   
  2457867.52724537   0.00101    0.00294  
  2457867.52739583   -8.8E-4    0.00294  
  2457867.5275463    0.00101    0.00294  
  2457867.52769676   0.00173    0.00295  
  2457867.52783565   -0.00674   0.00293  
  2457867.52798611   0.01009    0.00296  
  2457867.52813657   -0.00544   0.00293  
  2457867.52828704   0.02507    0.00298  
  2457867.5284375    -0.00191   0.00294  
  2457867.52858796   -0.00107   0.00294  
  2457867.52873843   0.01787    0.00297  
  2457867.52888889   -0.00125   0.00294  
  2457867.52903935   0.00338    0.00295  
  2457867.52918981   0.00532    0.00295  
  2457867.52934028   0.00638    0.00295  
  2457867.52949074   0.01207    0.00296  
  2457867.5296412    5.5E-4     0.00294  
  2457867.52979167   0.00272    0.00294  
  2457867.52993056   0.00512    0.00295  
  2457867.53008102   -0.01281   0.00292  
  2457867.53023148   5.0E-4     0.00294  
  2457867.53038194   -6.0E-5    0.00294  
