# hjd                mag        mag_err  
  2457790.8455787    -0.00224   0.00292  
  2457790.84572917   0.00104    0.00292  
  2457790.84587963   -0.00105   0.00292  
  2457790.84603009   0.00656    0.00293  
  2457790.84618056   -3.1E-4    0.00292  
  2457790.84631944   -0.00323   0.00292  
  2457790.84646991   0.00177    0.00292  
  2457790.84662037   -0.00307   0.00292  
  2457790.84677083   -0.00236   0.00292  
  2457790.84690972   -0.0035    0.00292  
  2457790.84706019   0.0044     0.00293  
  2457790.84721065   0.00856    0.00293  
  2457790.84736111   -5.0E-4    0.00292  
  2457790.84751157   3.1E-4     0.00292  
  2457790.84766204   -0.00255   0.00292  
  2457790.84780093   0.00848    0.00293  
  2457790.84795139   0.00262    0.00292  
  2457790.84810185   -0.00359   0.00291  
  2457790.84825231   0.0024     0.00292  
  2457790.8483912    -0.00906   0.0029   
  2457790.84854167   -9.1E-4    0.00291  
  2457790.84869213   0.00126    0.00292  
  2457790.84884259   0.00261    0.00292  
  2457790.84899306   1.3E-4     0.00291  
  2457790.84913194   0.01267    0.00293  
  2457790.84928241   -0.00355   0.00291  
  2457790.84943287   7.8E-4     0.00291  
  2457790.84958333   -7.7E-4    0.00291  
  2457790.8497338    0.00788    0.00293  
  2457790.84988426   0.00225    0.00292  
  2457790.85002315   0.00394    0.00292  
  2457790.85017361   -0.01251   0.00289  
  2457790.85032407   -0.00572   0.0029   
  2457790.85047454   -0.00103   0.00291  
  2457790.850625     0.0019     0.00292  
  2457790.85077546   0.00196    0.00292  
  2457790.85091435   -0.00166   0.00291  
  2457790.85106481   0.00257    0.00292  
  2457790.85121528   -0.00315   0.00291  
  2457790.85136574   0.0036     0.00292  
  2457790.8515162    0.00581    0.00292  
  2457790.85165509   -0.00274   0.00291  
  2457790.85180556   0.01328    0.00293  
  2457790.85195602   -5.7E-4    0.00291  
  2457790.85210648   0.00232    0.00291  
  2457790.85225694   0.00612    0.00292  
  2457790.85239583   0.00203    0.00291  
  2457790.8525463    -6.0E-5    0.00291  
  2457790.85269676   -6.1E-4    0.00291  
  2457790.85284722   0.00371    0.00291  
  2457790.85299769   0.00176    0.00291  
  2457790.85313657   0.00362    0.00292  
  2457790.85328704   -0.00102   0.0029   
  2457790.8534375    2.1E-4     0.00291  
  2457790.85358796   0.00115    0.00291  
  2457790.85372685   0.00705    0.00292  
  2457790.85387731   0.00477    0.00292  
  2457790.85402778   -0.00156   0.00291  
  2457790.85417824   0.00279    0.00291  
  2457790.8543287    -0.00437   0.0029   
  2457790.85447917   -0.00156   0.00291  
  2457790.85461806   -0.00101   0.0029   
  2457790.85479167   -0.00181   0.0029   
  2457790.85493056   -0.0119    0.00289  
  2457790.85508102   -0.00258   0.0029   
  2457790.85523148   0.00834    0.00292  
  2457790.85538194   -0.0049    0.0029   
  2457790.85553241   0.00167    0.00291  
  2457790.8556713    0.0043     0.00291  
  2457790.85582176   0.00763    0.00292  
  2457790.85597222   -0.00196   0.0029   
  2457790.85612269   -0.001     0.00291  
  2457790.85626157   0.00318    0.00291  
  2457790.85641204   -0.00287   0.0029   
  2457790.8565625    -0.00249   0.0029   
  2457790.85671296   -0.00514   0.0029   
  2457790.85686343   -0.00836   0.0029   
  2457790.85701389   -4.8E-4    0.0029   
  2457790.85716435   0.00292    0.00291  
  2457790.85730324   -0.00245   0.0029   
  2457790.8574537    8.4E-4     0.00291  
  2457790.85760417   0.00262    0.00291  
  2457790.85775463   0.00945    0.00292  
  2457790.85790509   0.00273    0.00291  
  2457790.85804398   -0.00336   0.0029   
  2457790.85819444   0.00601    0.00292  
  2457790.85834491   -0.00556   0.0029   
  2457790.85849537   -0.00189   0.00291  
  2457790.85863426   -0.00212   0.0029   
  2457790.85878472   -0.00622   0.0029   
  2457790.85893519   0.00591    0.00292  
  2457790.85908565   -0.00706   0.0029   
  2457790.85923611   -6.9E-4    0.00291  
  2457790.85938657   0.00347    0.00291  
  2457790.85953704   -0.00663   0.0029   
  2457790.85967593   0.00312    0.00291  
  2457790.85982639   0.00143    0.00291  
  2457790.85997685   0.00816    0.00292  
  2457790.86012731   0.00274    0.00291  
  2457790.8602662    -0.00464   0.0029   
  2457790.86041667   -0.00622   0.0029   
  2457790.86056713   0.00312    0.00291  
  2457790.86071759   0.00139    0.00291  
  2457790.86086806   0.00307    0.00291  
  2457790.86101852   0.00553    0.00291  
  2457790.86115741   0.00258    0.00291  
  2457790.86130787   -0.00292   0.0029   
  2457790.86145833   -0.00222   0.0029   
  2457790.8616088    -0.00537   0.0029   
  2457790.86175926   0.00209    0.00291  
  2457790.86189815   0.00332    0.00291  
  2457790.86204861   0.00486    0.00291  
  2457790.86219907   -0.00468   0.0029   
  2457790.86234954   9.0E-5     0.00291  
  2457790.86251157   -0.00673   0.0029   
  2457790.86266204   0.00221    0.00291  
  2457790.8628125    0.00504    0.00292  
  2457790.86296296   -0.00354   0.0029   
  2457790.86311343   -0.00234   0.00291  
  2457790.86326389   -0.00318   0.0029   
  2457790.86340278   0.00562    0.00292  
  2457790.86355324   -0.00558   0.0029   
  2457790.8637037    0.00482    0.00292  
  2457790.86385417   0.004      0.00292  
  2457790.86400463   -0.00651   0.0029   
  2457790.86414352   -0.0081    0.0029   
  2457790.86429398   -4.0E-5    0.00291  
  2457790.86444444   0.00129    0.00291  
  2457790.86459491   0.00543    0.00292  
  2457790.86474537   -9.1E-4    0.00291  
  2457790.86488426   -0.005     0.0029   
  2457790.86503472   -0.00182   0.00291  
  2457790.86518519   0.00201    0.00292  
  2457790.86533565   -0.0013    0.00291  
  2457790.86548611   0.00196    0.00291  
  2457790.86563657   2.2E-4     0.00291  
  2457790.86577546   -0.00378   0.0029   
  2457790.86592593   0.0064     0.00292  
  2457790.86607639   -0.00481   0.0029   
  2457790.86622685   8.8E-4     0.00291  
  2457790.86637732   -0.00252   0.00291  
  2457790.8665162    0.00383    0.00291  
  2457790.86666667   0.00301    0.00291  
  2457790.86681713   2.0E-5     0.00291  
  2457790.86696759   0.00593    0.00291  
  2457790.86710648   0.00181    0.00291  
  2457790.86725694   -3.2E-4    0.00291  
  2457790.86740741   -6.9E-4    0.00291  
  2457790.86755787   0.00956    0.00292  
  2457790.86770833   -0.00529   0.0029   
  2457790.8678588    0.00554    0.00292  
  2457790.86799768   -0.01029   0.00289  
  2457790.86814815   0.00351    0.00291  
  2457790.86829861   0.00377    0.00291  
  2457790.86844907   0.0045     0.00291  
  2457790.86858796   0.0016     0.00291  
  2457790.86875      0.00742    0.00291  
  2457790.86890046   -0.0027    0.0029   
  2457790.86903935   -0.0048    0.0029   
  2457790.86918981   -0.00226   0.0029   
  2457790.86934028   0.00129    0.00291  
  2457790.86949074   -0.00482   0.0029   
  2457790.86962963   0.00121    0.00291  
  2457790.86978009   -0.00117   0.0029   
  2457790.86993056   -0.00146   0.0029   
  2457790.87008102   0.00694    0.00291  
  2457790.87023148   0.00128    0.00291  
  2457790.87038194   0.00364    0.00291  
  2457790.87052083   1.1E-4     0.00291  
  2457790.8706713    -0.00566   0.00289  
  2457790.87082176   -0.00487   0.0029   
  2457790.87097222   -0.0043    0.0029   
  2457790.87111111   0.00448    0.00291  
  2457790.87126157   0.00116    0.00291  
  2457790.87141204   0.00431    0.00291  
  2457790.8715625    0.00671    0.00291  
  2457790.87171296   9.6E-4     0.0029   
  2457790.87185185   0.00179    0.00291  
  2457790.87200231   0.0025     0.00291  
  2457790.87215278   -0.00184   0.0029   
  2457790.87230324   -2.9E-4    0.0029   
  2457790.8724537    -0.00188   0.0029   
  2457790.87259259   0.00773    0.00291  
  2457790.87274306   0.00429    0.00291  
  2457790.87289352   -0.00414   0.00289  
  2457790.87304398   5.1E-4     0.0029   
  2457790.87319444   0.00613    0.00291  
  2457790.87333333   0.00354    0.00291  
  2457790.87349537   -0.002     0.0029   
  2457790.87364583   0.00204    0.0029   
  2457790.87378472   6.0E-5     0.0029   
  2457790.87393519   -0.00332   0.00289  
  2457790.87408565   0.00282    0.00291  
  2457790.87423611   -0.00713   0.00289  
  2457790.87438657   0.00354    0.00291  
  2457790.87453704   -8.8E-4    0.0029   
  2457790.87467593   0.00156    0.0029   
  2457790.87482639   0.00556    0.00291  
  2457790.87497685   0.00274    0.0029   
  2457790.87512731   -0.00386   0.0029   
  2457790.87527778   -0.00335   0.0029   
  2457790.87541667   0.00184    0.0029   
  2457790.87556713   0.00257    0.00291  
  2457790.87571759   -0.00446   0.00289  
  2457790.87586806   -5.0E-4    0.0029   
  2457790.87600694   0.00247    0.00291  
  2457790.87615741   -0.00517   0.0029   
  2457790.87630787   -0.00356   0.0029   
  2457790.87645833   -3.8E-4    0.0029   
  2457790.8766088    1.9E-4     0.0029   
  2457790.87675926   -0.00373   0.0029   
  2457790.87689815   -0.00172   0.0029   
  2457790.87704861   0.00241    0.00291  
  2457790.87719907   -0.00481   0.0029   
  2457790.87734954   0.00263    0.00291  
  2457790.8775       -0.00404   0.0029   
  2457790.87763889   0.00534    0.00291  
  2457790.87778935   0.00308    0.00291  
  2457790.87793981   -5.0E-5    0.00291  
  2457790.87809028   -0.00273   0.0029   
  2457790.87822917   0.00583    0.00291  
  2457790.87837963   -0.00439   0.0029   
  2457790.87853009   -0.00335   0.0029   
  2457790.87868056   -0.00136   0.0029   
  2457790.87883102   0.00771    0.00292  
  2457790.87898148   -0.00619   0.0029   
  2457790.87913194   -0.00625   0.0029   
  2457790.87927083   3.3E-4     0.00291  
  2457790.8794213    0.0035     0.00291  
  2457790.87957176   0.0033     0.00291  
  2457790.87972222   -0.0027    0.0029   
  2457790.87987269   3.3E-4     0.00291  
  2457790.88002315   0.0104     0.00292  
  2457790.88016204   0.00283    0.00291  
  2457790.8803125    0.00523    0.00292  
  2457790.88046296   0.00289    0.00291  
  2457790.88061343   -0.00188   0.00291  
  2457790.88075231   8.4E-4     0.00291  
  2457790.88090278   0.00712    0.00292  
  2457790.88105324   -0.00227   0.00291  
  2457790.8812037    0.00671    0.00292  
  2457790.88135417   0.00105    0.00291  
  2457790.88149306   -0.00247   0.00291  
  2457790.88164352   9.1E-4     0.00291  
  2457790.88179398   0.00515    0.00292  
  2457790.88194444   -4.8E-4    0.00291  
  2457790.88209491   -0.00291   0.00291  
  2457790.8822338    -0.00788   0.0029   
  2457790.88238426   0.00667    0.00292  
  2457790.88253472   0.0044     0.00292  
  2457790.88268519   -0.00354   0.00291  
  2457790.88283565   -0.00254   0.00291  
  2457790.88297454   -0.00661   0.00291  
  2457790.883125     5.3E-4     0.00292  
  2457790.88327546   0.00201    0.00292  
  2457790.88342593   0.00658    0.00293  
  2457790.88357639   -0.0012    0.00292  
  2457790.88372685   -0.00193   0.00291  
  2457790.88386574   -0.00255   0.00291  
  2457790.8840162    0.00352    0.00293  
  2457790.88416667   -0.00394   0.00291  
  2457790.88431713   0.00317    0.00292  
  2457790.88446759   -0.00395   0.00291  
  2457790.88460648   -0.00384   0.00291  
  2457790.88475694   0.00212    0.00292  
  2457790.88490741   -0.00561   0.00291  
  2457790.88505787   5.8E-4     0.00292  
  2457790.88519676   0.00244    0.00293  
  2457790.88534722   0.00333    0.00293  
  2457790.88549769   3.6E-4     0.00293  
  2457790.88564815   0.0035     0.00293  
  2457790.88579861   0.00122    0.00293  
  2457790.88594907   0.0019     0.00293  
  2457790.88609954   -0.00114   0.00292  
  2457790.88623843   0.00943    0.00294  
  2457799.71929398   0.01534    0.00343  
  2457799.71944444   0.02121    0.00345  
  2457799.71959491   -0.01176   0.00337  
  2457799.71974537   0.02071    0.00344  
  2457799.7200463    0.01993    0.00344  
  2457799.72019676   0.0196     0.00344  
  2457799.72033565   0.01822    0.00344  
  2457799.72049769   0.01333    0.00343  
  2457799.72064815   0.01019    0.00342  
  2457799.7209375    0.00887    0.00342  
  2457799.72108796   0.0173     0.00343  
  2457799.72123843   0.00858    0.00341  
  2457799.72138889   -0.00585   0.00337  
  2457799.72153935   -0.00513   0.00338  
  2457799.72168981   0.02019    0.00343  
  2457799.72184028   0.00182    0.00339  
  2457799.72199074   0.01233    0.00341  
  2457799.7221412    0.02138    0.00344  
  2457799.72229167   0.01466    0.00342  
  2457799.72244213   0.0108     0.00341  
  2457799.72274306   0.01677    0.00343  
  2457799.72288194   0.01563    0.00343  
  2457799.72303241   0.01627    0.00343  
  2457799.72318287   -0.01165   0.00336  
  2457799.72333333   0.01159    0.00341  
  2457799.7234838    0.01723    0.00342  
  2457799.72363426   0.01762    0.00342  
  2457799.72378472   0.01471    0.00342  
  2457799.72424769   0.01578    0.00342  
  2457799.72438657   0.01199    0.00341  
  2457799.72453704   0.01854    0.00342  
  2457799.7246875    0.00302    0.00339  
  2457799.72483796   0.00783    0.0034   
  2457799.72513889   0.02624    0.00344  
  2457799.72574074   0.02203    0.00342  
  2457799.72604167   0.02619    0.00344  
  2457799.72618056   0.01434    0.00341  
  2457799.72633102   0.01653    0.00341  
  2457799.72648148   0.02059    0.00342  
  2457799.72663194   -0.01146   0.00335  
  2457799.72708333   0.01875    0.00342  
  2457799.7272338    0.02362    0.00342  
  2457799.72738426   0.02563    0.00342  
  2457799.72752315   2.9E-4     0.00337  
  2457799.72767361   0.01957    0.00341  
  2457799.72797454   0.02066    0.00342  
  2457799.728125     0.01253    0.0034   
  2457799.72828704   0.02405    0.00343  
  2457799.72842593   0.00912    0.00339  
  2457799.72857639   0.01817    0.00341  
  2457799.72872685   0.01796    0.00341  
  2457799.72887731   0.02311    0.00342  
  2457799.72902778   0.0174     0.00341  
  2457799.72917824   0.00608    0.00339  
  2457799.7293287    0.01031    0.0034   
  2457799.72947917   0.01633    0.00341  
  2457799.72962963   0.00314    0.00338  
  2457799.72978009   0.00644    0.00339  
  2457799.72993056   0.00659    0.00339  
  2457799.73008102   0.02401    0.00343  
  2457799.73023148   -0.00604   0.00336  
  2457799.73038194   0.01842    0.00341  
  2457799.73053241   0.02201    0.00342  
  2457799.73068287   0.02137    0.00342  
  2457799.73083333   0.00831    0.00339  
  2457799.73097222   0.01193    0.0034   
  2457799.73112269   0.02584    0.00343  
  2457799.73127315   0.01135    0.0034   
  2457799.73143519   0.01328    0.0034   
  2457799.73173611   0.02539    0.00343  
  2457799.73206019   0.00857    0.00339  
  2457799.73219907   1.4E-4     0.00337  
  2457799.73234954   0.00515    0.00338  
  2457799.7325       0.02547    0.00342  
  2457799.73265046   0.01363    0.0034   
  2457799.73280093   0.02664    0.00342  
  2457799.73297454   0.00531    0.00338  
  2457799.733125     0.01233    0.0034   
  2457799.73327546   0.00638    0.00338  
  2457799.73341435   5.7E-4     0.00337  
  2457799.73356482   0.00277    0.00337  
  2457799.73371528   0.02015    0.00341  
  2457799.7340162    3.1E-4     0.00336  
  2457799.73416667   -0.00611   0.00335  
  2457799.73431713   -0.00652   0.00335  
  2457799.73446759   0.00732    0.00338  
  2457799.73461806   0.0243     0.00342  
  2457799.73476852   0.01826    0.0034   
  2457799.73491898   0.02397    0.00342  
  2457799.73506944   -0.00344   0.00336  
  2457799.73521991   0.01428    0.00339  
  2457799.7353588    0.01595    0.0034   
  2457799.73550926   -0.0059    0.00335  
  2457799.73565972   0.01303    0.00339  
  2457799.73596065   0.00251    0.00337  
  2457799.73611111   0.02341    0.00341  
  2457799.73626157   0.02651    0.00342  
  2457799.73641204   0.00153    0.00336  
  2457799.73671296   0.0274     0.00342  
  2457799.73700231   0.02219    0.00341  
  2457799.73715278   0.01515    0.0034   
  2457799.73730324   0.0135     0.00339  
  2457799.7374537    0.0232     0.00341  
  2457799.73760417   0.01693    0.0034   
  2457799.73775463   0.00126    0.00336  
  2457799.73790509   -0.00651   0.00335  
  2457799.73805556   0.01187    0.00339  
  2457799.73820602   0.00173    0.00337  
  2457799.73835648   0.003      0.00337  
  2457799.73850694   0.0121     0.00339  
  2457799.73865741   0.01819    0.0034   
  2457799.73895833   0.01306    0.00339  
